,flight_AD,flight_datetime,flight_AL_Synchron_code,flight_number,flight_ID,flight_terminal_#,flight_AP,flight_AC_Synchron_code,flight_AC_PAX_capacity_total,flight_PAX,Aircraft_Stand
58,D,"17.08.2019 9:45",SU,1360,D,1,RTW,SU9,87,78,206
59,A,"17.08.2019 14:05",SU,1361,D,1,RTW,SU9,87,53,217
60,D,"17.08.2019 16:40",SU,1362,D,1,RTW,SU9,87,41,88
61,A,"17.08.2019 21:05",SU,1363,D,1,RTW,SU9,87,48,89
62,D,"17.08.2019 17:35",SU,1364,D,1,STW,SU9,87,86,114
63,A,"17.08.2019 23:15",SU,1365,D,1,STW,SU9,87,70,206
64,D,"17.08.2019 9:00",SU,1366,D,1,STW,SU9,87,87,114
65,A,"17.08.2019 14:25",SU,1367,D,1,STW,SU9,87,84,114
66,D,"17.08.2019 21:10",SU,1368,D,1,STW,SU9,87,54,217
67,A,"17.08.2019 5:15",SU,1369,D,1,STW,SU9,87,78,206
68,D,"17.08.2019 10:25",SU,1370,D,1,EGO,SU9,87,76,89
69,A,"17.08.2019 14:20",SU,1371,D,1,EGO,SU9,87,70,206
70,D,"17.08.2019 23:55",SU,1372,D,1,EGO,SU9,87,37,88
71,A,"17.08.2019 4:10",SU,1373,D,1,EGO,SU9,87,75,206
72,D,"17.08.2019 19:40",SU,1374,D,1,EGO,SU9,87,66,217
73,A,"17.08.2019 23:35",SU,1375,D,1,EGO,SU9,87,77,190
74,D,"17.08.2019 11:45",SU,1376,D,1,RTW,SU9,87,83,124
75,A,"17.08.2019 15:55",SU,1377,D,1,RTW,SU9,87,77,89
76,D,"17.08.2019 15:25",SU,1378,D,1,RTW,SU9,87,41,88
77,A,"17.08.2019 19:40",SU,1379,D,1,RTW,SU9,87,49,89
78,D,"17.08.2019 13:55",SU,1388,D,1,ULV,SU9,87,44,217
79,A,"17.08.2019 18:05",SU,1389,D,1,ULV,SU9,87,43,89
80,D,"17.08.2019 8:40",SU,1390,D,1,SCW,SU9,87,87,121
81,A,"17.08.2019 13:50",SU,1391,D,1,SCW,SU9,87,70,89
82,D,"17.08.2019 12:50",SU,1392,D,1,PEE,SU9,87,83,121
83,A,"17.08.2019 22:10",SU,1393,D,1,PEE,SU9,87,76,206
84,D,"17.08.2019 22:40",SU,1396,D,1,SCW,SU9,87,79,88
85,A,"17.08.2019 4:35",SU,1397,D,1,SCW,SU9,87,70,88
86,D,"17.08.2019 15:20",SU,1404,D,1,SVX,SU9,87,68,190
87,A,"17.08.2019 21:35",SU,1405,D,1,SVX,SU9,87,79,190
88,D,"17.08.2019 0:40",SU,1428,D,1,MQF,SU9,87,78,89
89,A,"17.08.2019 6:30",SU,1429,D,1,MQF,SU9,87,87,121
90,D,"17.08.2019 14:45",SU,1434,D,1,MQF,SU9,87,77,191
91,A,"17.08.2019 20:55",SU,1435,D,1,MQF,SU9,87,70,205
92,D,"17.08.2019 21:30",SU,1466,D,1,SKX,SU9,87,40,206
93,A,"17.08.2019 7:45",SU,1467,D,1,SKX,SU9,87,69,206
94,D,"17.08.2019 1:30",SU,1508,D,1,TJM,SU9,87,87,190
95,A,"17.08.2019 8:20",SU,1509,D,1,TJM,SU9,87,86,124
96,D,"17.08.2019 7:25",SU,1642,D,1,ASF,SU9,87,84,114
97,A,"17.08.2019 13:05",SU,1643,D,1,ASF,SU9,87,87,124
98,D,"17.08.2019 14:25",SU,1680,D,1,NBC,SU9,87,76,206
99,A,"17.08.2019 19:25",SU,1681,D,1,NBC,SU9,87,77,206
100,D,"17.08.2019 8:35",SU,1830,I,3,MSQ,SU9,87,75,19
101,A,"17.08.2019 12:15",SU,1831,I,2,MSQ,SU9,87,78,80
102,D,"17.08.2019 18:10",SU,1832,I,3,MSQ,SU9,87,57,19
103,A,"17.08.2019 21:55",SU,1833,I,2,MSQ,SU9,87,82,48
104,D,"17.08.2019 22:00",SU,1834,I,3,MSQ,SU9,87,78,19
105,A,"17.08.2019 7:40",SU,1835,I,2,MSQ,SU9,87,79,80
106,D,"17.08.2019 13:25",SU,1840,I,3,MSQ,SU9,87,68,19
107,A,"17.08.2019 17:35",SU,1841,I,2,MSQ,SU9,87,77,80
108,D,"17.08.2019 16:50",SU,1842,I,3,MSQ,SU9,87,80,19
109,A,"17.08.2019 20:45",SU,1843,I,2,MSQ,SU9,87,79,80
110,D,"17.08.2019 9:20",SU,2034,I,5,OTP,SU9,87,61,10
111,A,"17.08.2019 16:25",SU,2035,I,5,OTP,SU9,87,63,10
112,D,"17.08.2019 20:55",SU,2038,I,5,OTP,SU9,87,58,10
113,A,"17.08.2019 5:05",SU,2039,I,3,OTP,SU9,87,69,19
114,D,"17.08.2019 11:50",SU,2100,I,3,RIX,SU9,87,83,19
115,A,"17.08.2019 16:10",SU,2101,I,3,RIX,SU9,87,77,23
116,D,"17.08.2019 22:55",SU,2118,I,3,RIX,SU9,87,59,19
117,A,"17.08.2019 4:30",SU,2119,I,3,RIX,SU9,87,78,23
118,D,"17.08.2019 16:10",SU,2164,I,3,VNO,SU9,87,70,23
119,A,"17.08.2019 20:45",SU,2165,I,3,VNO,SU9,87,82,23
120,D,"17.08.2019 10:40",SU,2206,I,3,HEL,SU9,87,81,19
121,A,"17.08.2019 15:10",SU,2207,I,3,HEL,SU9,87,72,10
122,D,"17.08.2019 18:55",SU,2262,I,5,TLL,SU9,87,61,10
123,A,"17.08.2019 23:30",SU,2263,I,3,TLL,SU9,87,72,19
124,D,"17.08.2019 11:25",SU,2344,I,3,DRS,SU9,87,78,23
125,A,"17.08.2019 17:55",SU,2345,I,3,DRS,SU9,87,66,19
126,D,"17.08.2019 6:45",SU,6,D,1,LED,73H,158,147,121
127,A,"17.08.2019 10:40",SU,7,D,1,LED,73H,158,142,115
128,D,"17.08.2019 8:20",SU,10,D,1,LED,32A,158,144,124
129,A,"17.08.2019 12:00",SU,11,D,1,LED,32A,158,127,114
130,D,"17.08.2019 9:40",SU,12,D,1,LED,73H,158,158,115
131,A,"17.08.2019 13:25",SU,13,D,1,LED,73H,158,152,115
132,D,"17.08.2019 10:55",SU,14,D,1,LED,32A,158,127,121
133,A,"17.08.2019 14:40",SU,15,D,1,LED,32A,158,156,124
134,D,"17.08.2019 11:30",SU,16,D,1,LED,73H,158,136,122
135,A,"17.08.2019 15:10",SU,17,D,1,LED,73H,158,155,115
136,D,"17.08.2019 12:25",SU,18,D,1,LED,73H,158,127,122
137,A,"17.08.2019 16:25",SU,19,D,1,LED,73H,158,151,121
138,D,"17.08.2019 13:35",SU,20,D,1,LED,32A,158,155,115
139,A,"17.08.2019 17:20",SU,21,D,1,LED,32A,158,158,121
140,D,"17.08.2019 15:20",SU,22,D,1,LED,32A,158,154,121
141,A,"17.08.2019 19:00",SU,23,D,1,LED,32A,158,155,114
142,D,"17.08.2019 17:10",SU,24,D,1,LED,32A,158,148,122
143,A,"17.08.2019 20:50",SU,25,D,1,LED,32A,158,154,121
144,D,"17.08.2019 18:20",SU,26,D,1,LED,32A,158,152,124
145,A,"17.08.2019 22:00",SU,27,D,1,LED,32A,158,158,121
146,D,"17.08.2019 19:40",SU,28,D,1,LED,73H,158,126,124
147,A,"17.08.2019 23:45",SU,29,D,1,LED,73H,158,125,114
148,D,"17.08.2019 20:30",SU,30,D,1,LED,73H,158,113,115
149,A,"17.08.2019 0:25",SU,31,D,1,LED,73H,158,119,115
150,D,"17.08.2019 21:00",SU,32,D,1,LED,32A,158,138,121
151,A,"17.08.2019 7:20",SU,33,D,1,LED,32A,158,136,122
152,D,"17.08.2019 23:15",SU,34,D,1,LED,32A,158,152,124
153,A,"17.08.2019 6:25",SU,35,D,1,LED,32A,158,141,115
154,D,"17.08.2019 1:30",SU,36,D,1,LED,32A,158,145,122
155,A,"17.08.2019 5:05",SU,37,D,1,LED,32A,158,151,124
156,D,"17.08.2019 16:25",SU,38,D,1,LED,32A,158,147,116
157,A,"17.08.2019 20:00",SU,39,D,1,LED,32A,158,155,124
158,D,"17.08.2019 11:55",SU,42,D,1,LED,32A,158,153,116
159,A,"17.08.2019 15:35",SU,43,D,1,LED,32A,158,152,117
160,D,"17.08.2019 21:30",SU,44,D,1,LED,32A,158,144,115
161,A,"17.08.2019 1:10",SU,45,D,1,LED,32A,158,122,121
162,D,"17.08.2019 0:40",SU,46,D,1,LED,73H,158,154,121
163,A,"17.08.2019 8:30",SU,47,D,1,LED,73H,158,140,122
164,D,"17.08.2019 6:55",SU,506,I,3,TLV,73H,158,142,23
165,A,"17.08.2019 16:50",SU,507,I,3,TLV,73H,158,148,20
166,A,"17.08.2019 6:20",SU,511,I,3,BEY,32A,158,140,19
167,D,"17.08.2019 21:05",SU,512,I,2,IKA,32A,158,86,48
168,A,"17.08.2019 5:55",SU,513,I,2,IKA,32A,158,147,48
169,D,"17.08.2019 8:15",SU,520,I,5,DXB,73H,158,158,34
170,A,"17.08.2019 20:50",SU,521,I,5,DXB,73H,158,147,34
171,D,"17.08.2019 18:40",SU,524,I,5,DXB,73H,158,152,34
172,A,"17.08.2019 6:50",SU,525,I,5,DXB,73H,158,136,37
173,D,"17.08.2019 6:40",SU,1000,D,1,KGD,73H,158,152,115
174,A,"17.08.2019 11:20",SU,1001,D,1,KGD,73H,158,158,116
175,D,"17.08.2019 10:10",SU,1002,D,1,KGD,32A,158,127,116
176,A,"17.08.2019 15:15",SU,1003,D,1,KGD,32A,158,127,123
177,D,"17.08.2019 13:45",SU,1004,D,1,KGD,32A,158,157,122
178,A,"17.08.2019 19:00",SU,1005,D,1,KGD,32A,158,127,122
179,D,"17.08.2019 18:30",SU,1006,D,1,KGD,73H,158,127,115
180,A,"17.08.2019 23:25",SU,1007,D,1,KGD,73H,158,127,121
181,D,"17.08.2019 20:05",SU,1008,D,1,KGD,32A,158,156,116
182,A,"17.08.2019 5:50",SU,1009,D,1,KGD,32A,158,127,122
183,D,"17.08.2019 16:35",SU,1010,D,1,KGD,32A,158,153,113
184,A,"17.08.2019 21:20",SU,1011,D,1,KGD,32A,158,127,115
185,D,"17.08.2019 7:50",SU,1042,D,1,OGZ,32A,158,140,116
186,A,"17.08.2019 14:20",SU,1043,D,1,OGZ,32A,158,154,122
187,D,"17.08.2019 8:05",SU,1052,D,1,MCX,32A,158,125,117
188,A,"17.08.2019 15:00",SU,1053,D,1,MCX,32A,158,127,118
189,D,"17.08.2019 22:00",SU,1056,D,1,MCX,32A,158,59,191
190,A,"17.08.2019 4:45",SU,1057,D,1,MCX,32A,158,155,122
191,D,"17.08.2019 15:00",SU,1058,D,1,MCX,32A,158,97,122
192,A,"17.08.2019 21:40",SU,1059,D,1,MCX,32A,158,127,122
193,D,"17.08.2019 15:10",SU,1064,D,1,NAL,32A,158,119,116
194,A,"17.08.2019 21:00",SU,1065,D,1,NAL,32A,158,153,116
195,D,"17.08.2019 14:50",SU,1078,D,1,IGT,32A,158,115,117
196,A,"17.08.2019 21:30",SU,1079,D,1,IGT,32A,158,127,117
197,D,"17.08.2019 12:25",SU,1102,D,1,KRR,73H,158,147,117
198,A,"17.08.2019 18:00",SU,1103,D,1,KRR,73H,158,127,115
199,D,"17.08.2019 14:40",SU,1104,D,1,KRR,73H,158,109,123
200,A,"17.08.2019 20:25",SU,1105,D,1,KRR,73H,158,154,122
201,D,"17.08.2019 15:55",SU,1106,D,1,KRR,73H,158,115,117
202,A,"17.08.2019 21:35",SU,1107,D,1,KRR,73H,158,156,123
203,D,"17.08.2019 23:35",SU,1112,D,1,KRR,32A,158,98,116
204,A,"17.08.2019 5:05",SU,1113,D,1,KRR,32A,158,149,116
205,D,"17.08.2019 10:30",SU,1116,D,3,AER,32A,158,157,13
206,A,"17.08.2019 17:05",SU,1117,D,3,AER,32A,158,157,13
207,D,"17.08.2019 19:00",SU,1118,D,1,AER,73H,158,138,122
208,A,"17.08.2019 0:55",SU,1119,D,1,AER,73H,158,157,122
209,D,"17.08.2019 6:05",SU,1120,D,1,AER,73H,158,141,117
210,A,"17.08.2019 12:00",SU,1121,D,1,AER,73H,158,127,117
211,D,"17.08.2019 12:20",SU,1122,D,1,AER,73H,158,158,123
212,A,"17.08.2019 18:30",SU,1123,D,1,AER,73H,158,156,117
213,D,"17.08.2019 14:10",SU,1124,D,1,AER,32A,158,154,116
214,A,"17.08.2019 20:10",SU,1125,D,1,AER,32A,158,127,117
215,D,"17.08.2019 23:10",SU,1128,D,1,AER,73H,158,101,113
216,A,"17.08.2019 5:20",SU,1129,D,1,AER,73H,158,157,117
217,D,"17.08.2019 17:45",SU,1130,D,1,AER,32A,158,149,116
218,A,"17.08.2019 23:50",SU,1131,D,1,AER,32A,158,127,124
219,D,"17.08.2019 9:05",SU,1134,D,1,AER,73H,158,156,116
220,A,"17.08.2019 15:25",SU,1135,D,1,AER,73H,158,156,120
221,D,"17.08.2019 20:50",SU,1140,D,1,AER,32A,158,108,123
222,A,"17.08.2019 9:20",SU,1141,D,1,AER,32A,158,156,124
223,D,"17.08.2019 15:00",SU,1142,D,1,AAQ,32A,158,152,113
224,A,"17.08.2019 20:40",SU,1143,D,1,AAQ,32A,158,148,123
225,D,"17.08.2019 21:50",SU,1144,D,1,AAQ,73H,158,93,113
226,A,"17.08.2019 8:25",SU,1145,D,1,AAQ,73H,158,155,117
227,D,"17.08.2019 6:30",SU,1146,D,1,AAQ,32A,158,147,123
228,A,"17.08.2019 12:05",SU,1147,D,1,AAQ,32A,158,153,123
229,D,"17.08.2019 15:35",SU,1148,D,1,GDZ,32A,158,148,123
230,A,"17.08.2019 21:15",SU,1149,D,1,GDZ,32A,158,143,114
231,D,"17.08.2019 13:10",SU,1150,D,1,GDZ,32A,158,152,113
232,A,"17.08.2019 19:05",SU,1151,D,1,GDZ,32A,158,150,124
233,D,"17.08.2019 8:10",SU,1152,D,1,GDZ,32A,158,156,123
234,A,"17.08.2019 14:10",SU,1153,D,1,GDZ,32A,158,143,120
235,D,"17.08.2019 7:30",SU,1158,D,1,ROV,73H,158,129,113
236,A,"17.08.2019 12:30",SU,1159,D,1,ROV,73H,158,150,113
237,D,"17.08.2019 9:00",SU,1162,D,1,ROV,32A,158,128,117
238,A,"17.08.2019 13:55",SU,1163,D,1,ROV,32A,158,150,118
239,D,"17.08.2019 21:35",SU,1172,D,1,ASF,32A,158,158,116
240,A,"17.08.2019 8:40",SU,1173,D,1,ASF,32A,158,154,123
241,D,"17.08.2019 14:50",SU,1174,D,1,ASF,32A,158,146,120
242,A,"17.08.2019 20:30",SU,1175,D,1,ASF,32A,158,127,118
243,D,"17.08.2019 14:55",SU,1182,D,1,VOG,73H,158,149,119
244,A,"17.08.2019 19:35",SU,1183,D,1,VOG,73H,158,157,118
245,D,"17.08.2019 22:50",SU,1184,D,1,VOG,73H,158,146,120
246,A,"17.08.2019 7:50",SU,1185,D,1,VOG,73H,158,148,113
247,D,"17.08.2019 2:00",SU,1188,D,1,VOG,73H,158,151,116
248,A,"17.08.2019 9:45",SU,1189,D,1,VOG,73H,158,152,115
249,D,"17.08.2019 16:00",SU,1192,D,1,KZN,32A,158,149,191
250,A,"17.08.2019 20:25",SU,1193,D,1,KZN,32A,158,70,88
251,D,"17.08.2019 0:45",SU,1196,D,1,KZN,73H,158,139,124
252,A,"17.08.2019 5:00",SU,1197,D,1,KZN,73H,158,78,190
253,A,"17.08.2019 8:35",SU,1199,D,1,KZN,32A,158,70,88
254,D,"17.08.2019 7:20",SU,1200,D,1,PEE,32A,158,157,118
255,A,"17.08.2019 12:35",SU,1201,D,1,PEE,32A,158,155,118
256,D,"17.08.2019 9:40",SU,1208,D,1,KUF,32A,158,150,118
257,A,"17.08.2019 14:05",SU,1209,D,1,KUF,32A,158,150,127
258,D,"17.08.2019 8:10",SU,1210,D,1,KUF,32A,158,140,120
259,A,"17.08.2019 13:00",SU,1211,D,1,KUF,32A,158,141,190
260,D,"17.08.2019 13:45",SU,1212,D,1,KUF,73H,158,118,120
261,A,"17.08.2019 18:25",SU,1213,D,1,KUF,73H,158,126,113
262,D,"17.08.2019 17:05",SU,1214,D,1,KUF,73H,158,121,190
263,A,"17.08.2019 21:30",SU,1215,D,1,KUF,73H,158,126,118
264,D,"17.08.2019 22:35",SU,1216,D,1,KUF,73H,158,115,119
265,A,"17.08.2019 7:20",SU,1217,D,1,KUF,32A,158,139,190
266,D,"17.08.2019 0:10",SU,1222,D,1,GOJ,73H,158,127,115
267,A,"17.08.2019 6:15",SU,1223,D,1,GOJ,73H,158,132,191
268,D,"17.08.2019 18:30",SU,1224,D,1,GOJ,73H,158,99,117
269,A,"17.08.2019 21:50",SU,1225,D,1,GOJ,73H,158,78,191
270,D,"17.08.2019 14:20",SU,1232,D,1,UFA,32A,158,158,127
271,A,"17.08.2019 19:40",SU,1233,D,1,UFA,32A,158,151,120
272,D,"17.08.2019 1:40",SU,1234,D,1,UFA,32A,158,149,117
273,A,"17.08.2019 8:15",SU,1235,D,1,UFA,32A,158,152,120
274,D,"17.08.2019 20:10",SU,1238,D,1,UFA,32A,158,109,118
275,A,"17.08.2019 5:50",SU,1239,D,1,UFA,32A,158,150,119
276,D,"17.08.2019 15:35",SU,1248,D,1,REN,73H,158,158,202
277,A,"17.08.2019 21:10",SU,1249,D,1,REN,73H,158,136,127
278,D,"17.08.2019 21:50",SU,1250,D,1,NBC,32A,158,88,127
279,A,"17.08.2019 6:45",SU,1251,D,1,NBC,32A,158,90,113
280,D,"17.08.2019 7:00",SU,1254,D,1,NBC,32A,158,129,120
281,A,"17.08.2019 11:45",SU,1255,D,1,NBC,32A,158,135,217
282,D,"17.08.2019 16:00",SU,1258,D,1,UFA,32A,158,126,119
283,A,"17.08.2019 21:15",SU,1259,D,1,UFA,32A,158,135,202
284,D,"17.08.2019 8:20",SU,1268,D,1,KZN,32A,158,144,118
285,A,"17.08.2019 12:25",SU,1269,D,1,KZN,32A,158,49,89
286,D,"17.08.2019 21:50",SU,1274,D,1,KRR,73H,158,100,203
287,A,"17.08.2019 8:25",SU,1275,D,1,KRR,73H,158,149,191
288,D,"17.08.2019 11:05",SU,1276,D,1,KZN,73H,158,149,117
289,A,"17.08.2019 15:10",SU,1277,D,1,KZN,73H,158,125,127
290,D,"17.08.2019 6:00",SU,1284,D,1,KRR,73H,158,132,113
291,A,"17.08.2019 12:55",SU,1285,D,1,KRR,73H,158,158,88
292,D,"17.08.2019 2:40",SU,1300,D,1,MRV,32A,158,139,117
293,A,"17.08.2019 9:35",SU,1301,D,1,MRV,32A,158,150,123
294,D,"17.08.2019 16:30",SU,1302,D,1,MRV,73H,158,136,203
295,A,"17.08.2019 22:15",SU,1303,D,1,MRV,73H,158,151,115
296,D,"17.08.2019 7:45",SU,1304,D,1,MRV,32A,158,144,127
297,A,"17.08.2019 13:30",SU,1305,D,1,MRV,32A,158,158,203
298,D,"17.08.2019 1:05",SU,1306,D,1,OVB,73H,158,150,115
299,A,"17.08.2019 10:25",SU,1307,D,1,OVB,73H,158,158,217
300,D,"17.08.2019 20:55",SU,1314,D,1,MRV,73H,158,131,113
301,A,"17.08.2019 4:55",SU,1315,D,1,MRV,73H,158,152,191
302,D,"17.08.2019 23:20",SU,1322,D,1,MMK,32A,158,127,203
303,A,"17.08.2019 5:10",SU,1323,D,1,MMK,32A,158,146,127
304,D,"17.08.2019 20:25",SU,1340,D,1,GOJ,32A,158,81,120
305,A,"17.08.2019 23:45",SU,1341,D,1,GOJ,32A,158,71,89
306,D,"17.08.2019 1:00",SU,1382,D,1,HMA,73H,158,154,116
307,A,"17.08.2019 8:05",SU,1383,D,1,HMA,73H,158,147,119
308,D,"17.08.2019 22:20",SU,1394,D,1,PEE,32A,158,126,213
309,A,"17.08.2019 8:00",SU,1395,D,1,PEE,32A,158,155,127
310,D,"17.08.2019 8:30",SU,1400,D,1,SVX,32A,158,153,119
311,A,"17.08.2019 14:30",SU,1401,D,1,SVX,32A,158,151,213
312,D,"17.08.2019 11:20",SU,1402,D,1,SVX,73H,158,145,113
313,A,"17.08.2019 17:30",SU,1403,D,1,SVX,73H,158,154,116
314,D,"17.08.2019 21:30",SU,1406,D,1,SVX,32A,158,140,190
315,A,"17.08.2019 7:30",SU,1407,D,1,SVX,32A,158,156,123
316,D,"17.08.2019 23:45",SU,1408,D,1,SVX,32A,158,128,120
317,A,"17.08.2019 5:45",SU,1409,D,1,SVX,32A,158,156,88
318,D,"17.08.2019 6:45",SU,1410,D,1,SVX,32A,158,127,202
319,A,"17.08.2019 12:40",SU,1411,D,1,SVX,32A,158,157,202
320,D,"17.08.2019 13:30",SU,1412,D,1,SVX,32A,158,147,191
321,A,"17.08.2019 19:20",SU,1413,D,1,SVX,32A,158,157,191
322,D,"17.08.2019 17:30",SU,1414,D,1,SVX,73H,158,150,113
323,A,"17.08.2019 23:40",SU,1415,D,1,SVX,73H,158,149,115
324,D,"17.08.2019 6:50",SU,1420,D,1,CEK,32A,158,152,203
325,A,"17.08.2019 12:45",SU,1421,D,1,CEK,32A,158,150,213
326,D,"17.08.2019 14:00",SU,1422,D,1,CEK,32A,158,156,119
327,A,"17.08.2019 20:05",SU,1423,D,1,CEK,32A,158,127,202
328,D,"17.08.2019 0:05",SU,1424,D,1,CEK,32A,158,151,122
329,A,"17.08.2019 6:00",SU,1425,D,1,CEK,32A,158,156,213
330,D,"17.08.2019 17:45",SU,1426,D,1,CEK,32A,158,140,123
331,A,"17.08.2019 0:20",SU,1427,D,1,CEK,32A,158,155,123
332,D,"17.08.2019 21:40",SU,1430,D,3,BAX,73H,158,135,13
333,A,"17.08.2019 7:35",SU,1431,D,3,BAX,73H,158,155,13
334,D,"17.08.2019 9:05",SU,1432,D,3,BAX,32A,158,144,16
335,A,"17.08.2019 18:35",SU,1433,D,3,BAX,32A,158,157,13
336,D,"17.08.2019 1:55",SU,1436,D,1,SVX,32A,158,127,113
337,A,"17.08.2019 9:15",SU,1437,D,1,SVX,32A,158,157,118
338,D,"17.08.2019 17:25",SU,1440,D,1,IKT,73H,158,132,191
339,A,"17.08.2019 6:40",SU,1441,D,1,IKT,73H,158,157,202
340,D,"17.08.2019 7:30",SU,1444,D,1,IKT,73H,158,130,190
341,A,"17.08.2019 20:40",SU,1445,D,1,IKT,73H,158,157,215
342,D,"17.08.2019 23:15",SU,1446,D,3,BAX,32A,158,151,13
343,A,"17.08.2019 8:50",SU,1447,D,3,BAX,32A,158,127,16
344,D,"17.08.2019 22:20",SU,1458,D,3,NOZ,73H,158,132,16
345,A,"17.08.2019 8:25",SU,1459,D,3,NOZ,73H,158,155,17
346,D,"17.08.2019 9:10",SU,1460,D,1,OVB,73H,158,147,202
347,A,"17.08.2019 18:45",SU,1461,D,1,OVB,73H,158,127,190
348,D,"17.08.2019 6:25",SU,1462,D,1,OVB,73H,158,156,118
349,A,"17.08.2019 15:55",SU,1463,D,1,OVB,73H,158,157,118
350,D,"17.08.2019 1:50",SU,1472,D,3,NJC,73H,158,154,13
351,A,"17.08.2019 10:00",SU,1473,D,3,NJC,73H,158,154,16
